"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       
         116, 0.018034643478632,   -4.979374597716,  -1.4634663486476,  -1.8562335465838,   0.5647908972297,  -4.0809691409892,  0.06817945659665,   1.2118058777265
         117, 0.018026409805085,  -5.0119648072728,  -1.4719262837227,  -1.8674768617308,  0.54538963872911,  -4.0967415716253, 0.068204179670509,   1.2121611277449
         118, 0.018018831184874,   -5.040121709893,   -1.480408644199,  -1.8789923889089,  0.52847433095671,  -4.1064377648757, 0.068226407873273,   1.2125247522501
         119, 0.018011040716667,  -5.0635362147791,  -1.4890018052718,  -1.8907181121798,  0.51377594984929,  -4.1112442554241, 0.068246224277312,   1.2128947616525
         120,  0.01800356746281,  -5.0822245594686,  -1.4978021623903,   -1.902598225752,   0.5009825768797,   -4.112408419792, 0.068263770010811,   1.2132694288532
         121,  0.01799587052459,  -5.0965027762313,  -1.5069113649932,  -1.9146017407687,   0.4897562972694,  -4.1111486770003, 0.068279232040754,   1.2136473588852
         122, 0.017988207414634,  -5.1068554705094,  -1.5164012130749,  -1.9267244016975,  0.47981011822048,  -4.1083722166046, 0.068292814054841,   1.2140274239659
         123,  0.01798070666129,   -5.113704409293,  -1.5263804991416,  -1.9389999508497,  0.47096218097518,  -4.1048863355271, 0.068304717154716,   1.2144086787657
         124,    0.017974365944,   -5.117704439905,  -1.5369197895974,  -1.9515013626258,  0.46295207132225,  -4.1012328040886, 0.068315133288833,   1.2147903024145
         125, 0.017967232777778,  -5.1194008513381,  -1.5480891619033,  -1.9643420463005,  0.45561195646156,  -4.0978444563746, 0.068324238593058,    1.215171590936
         126, 0.017960046188976,  -5.1194093021752,  -1.5599209927028,  -1.9776632483632,  0.44874877410662,  -4.0950477618372, 0.068332223921756,   1.2155519645155
         127, 0.017953351359375,  -5.1183146504973,  -1.5724398416746,  -1.9915882848003,  0.44216031528737,  -4.0931604654399,  0.06833922466051,   1.2159308917176
         128, 0.017946757751938,  -5.1167479233297,   -1.585643632096,  -2.0063048633447,  0.43564140828911,  -4.0924140030758, 0.068345423464973,   1.2163080334004
         129, 0.017940127146154,  -5.1153699122249,  -1.5994822081922,  -2.0219186858443,  0.42884269890783,  -4.0930363116676, 0.068350954683721,   1.2166830316721
         130, 0.017933872847328,    -5.11466583391,  -1.6138919562417,  -2.0384956983217,  0.42157060412597,  -4.0952216403669, 0.068355914747936,   1.2170554859036
         131, 0.017927335121212,    -5.11512037952,  -1.6287521239008,  -2.0561239950424,   0.4135548018717,  -4.0991830563351, 0.068360567283074,   1.2174258678354
         132, 0.017920991609023,  -5.1170678051123,  -1.6439365064006,  -2.0748526845469,  0.40467154494411,  -4.1050015246748, 0.068364859997125,   1.2177933158426
         133, 0.017914773664179,  -5.1209612596939,  -1.6592923729306,  -2.0944325841487,  0.39454340734863,  -4.1128248323456, 0.068368880043632,   1.2181576946491
         134, 0.017908686733333,  -5.1268685308014,  -1.6746378360958,  -2.1147382588606,  0.38322063576382,  -4.1227407201004, 0.068372717235615,   1.2185189197089
         135, 0.017903101183824,  -5.1348962944334,  -1.6898283212812,  -2.1354898872556,  0.37067627058248,  -4.1348045259478, 0.068376403822847,   1.2188767660126
         136, 0.017903743642336,  -5.1451060197127,  -1.7047189184439,  -2.1563003865967,  0.35687986498866,  -4.1490442744047,  0.06837995268044,   1.2192309923442
         137, 0.017906346115942,   -5.157412495577,  -1.7191954402554,   -2.176709166018,  0.34196568890389,  -4.1654432233319, 0.068383363293334,   1.2195813504949
         138, 0.017902443122302,  -5.1716123963177,  -1.7332441113132,  -2.1962205131102,  0.32614897192507,  -4.1839875634809, 0.068386618406487,   1.2199275533379
         139, 0.017897046435714,  -5.1875193010417,  -1.7468406506889,  -2.2143412969534,  0.30962825060937,  -4.2045833885815, 0.068389691424101,   1.2202693024878
         140, 0.017891405765957,  -5.2046517990104,  -1.7600593380079,   -2.230640604611,   0.2928054435833,  -4.2270766921666, 0.068392549363126,   1.2206063022001
         141, 0.017886315584507,  -5.2225194187317,  -1.7730278574106,  -2.2448394808486,  0.27605354571869,  -4.2512739228429, 0.068395156448563,   1.2209382681006
         142, 0.017880720314685,  -5.2405404095787,   -1.785914519877,    -2.25685675917,  0.25974445257405,  -4.2769111785893, 0.068397476934337,   1.2212649308231
         143, 0.017875469861111,  -5.2580557550932,  -1.7989167458148,   -2.266826881621,  0.24423757143512,  -4.3036538988205, 0.068399476904467,   1.2215860371931
         144,        0.01787017,  -5.2744131325519,  -1.8122451768325,  -2.2750826670819,  0.22981291758504,  -4.3311127035819, 0.068401125395017,   1.2219013501785
         145, 0.017870155315068,   -5.289055468621,  -1.8261083911839,  -2.2821058349988,  0.21662775098733,  -4.3587298623622, 0.068402395390211,    1.222210649194
         146, 0.017865774068027,  -5.3016113477569,  -1.8406990712772,  -2.2884602353657,  0.20468985309007,  -4.3861097756123, 0.068403264783781,   1.2225137308432
         147, 0.017860956824324,    -5.31196051522,  -1.8561528119999,  -2.2947209107411,  0.19385658857314,  -4.4126762060301,  0.06840371586243,   1.2228103996251
         148,  0.01785656147651,   -5.320192183134,   -1.872669284368,  -2.3014336069903,  0.18390147368258,  -4.4379652934649, 0.068403742524761,   1.2231005164715
         149,     0.01785226824,  -5.3268150044369,  -1.8902750699192,  -2.3090716820469,  0.17436410667383,  -4.4615996498505, 0.068403339404695,   1.2233839187851
         150, 0.017847687602649,  -5.3323185340458,  -1.9090172813434,  -2.3180091745634,  0.16487471794824,  -4.4833184944032, 0.068402512972119,   1.2236604870344
         151, 0.017843042190789,  -5.3372864878578,  -1.9288863875711,  -2.3285468707243,  0.15505466494809,  -4.5031778559303, 0.068401277610053,   1.2239301328453
         152,  0.01783823951634,  -5.3423212685646,  -1.9497626697695,  -2.3404038141186,  0.14456006913416,  -4.5211613002468,  0.06839977485866,   1.2241930711084
         153, 0.017833631227273,  -5.3469916768238,  -1.9716978905602,  -2.3548472386719,  0.13390469172853,  -4.5374244854279, 0.068397724720226,   1.2244485557865
         154, 0.017828977825806,  -5.3541612339703,  -1.9943447421861,  -2.3712531183475,  0.12059617678036,  -4.5524959480449, 0.068395405823752,   1.2246971554777
         155, 0.017824679512821,   -5.362291668628,   -2.017547112679,  -2.3894209892182,  0.10613957759203,  -4.5666345582771, 0.068392817959334,   1.2249387916494
         156, 0.017820465133758,  -5.3715956805385,  -2.0410394594326,  -2.4092895606704, 0.090442977528946,  -4.5801186334196, 0.068389995273722,   1.2251734941991
         157, 0.017815552221519,  -5.3821956986811,  -2.0645245240361,  -2.4306991470589, 0.073490078838206,  -4.5933353809682, 0.068386987094207,   1.2254013408551
         158, 0.017811084660377,  -5.3940662316087,  -2.0877034368445,  -2.4533570937266, 0.055315146904383,  -4.6061622544425, 0.068383846939861,   1.2256224345932
         159,      0.0178065362,  -5.4069955384662,  -2.1102725252812,  -2.4768715017423, 0.036144578953528,  -4.6187618238722, 0.068380630607331,   1.2258369025316
         160, 0.017802488931677,  -5.4206948588974,  -2.1319729003052,   -2.500777495923, 0.016275251329512,  -4.6314779060404, 0.068377393459693,   1.2260448899262
         161, 0.017800380969136,  -5.4348300270337,  -2.1526033975426,  -2.5245547956974,-0.0039497576434619,  -4.6440387826774, 0.068374858448996,    1.226247006331
         162, 0.017798593392638,  -5.4494166322068,  -2.1720497664998,  -2.5475941410143,-0.024752568166568,  -4.6563184473453, 0.068372487395089,   1.2264451138178
         163, 0.017796890993902,  -5.4635716439828,  -2.1902708144394,  -2.5695196654003,-0.044947213076452,  -4.6682338023591, 0.068370004675134,   1.2266370802804
         164, 0.017795013290909,   -5.476954805911,  -2.2073165420058,   -2.589837144725,-0.064178249917775,  -4.6796604136786, 0.068367435819305,   1.2268220159949
